NP_015294.1	XP_001713142.2	90.5
NP_015294.1	NP_588010.1	89.0
NP_015294.1	NP_593874.1	89.0
NP_015294.1	NP_593647.1	83.6
NP_015294.1	NP_592864.1	82.0
NP_015294.1	NP_595950.1	82.4
NP_015294.1	NP_594436.1	80.1
NP_015294.1	NP_595159.1	76.6
NP_015294.1	NP_588310.1	75.1
NP_015294.1	NP_588310.1	32.7
NP_015294.1	NP_596328.1	73.2
NP_015294.1	NP_593057.1	72.4
NP_015294.1	NP_595093.1	68.9
NP_015294.1	NP_587949.1	66.2
NP_015294.1	NP_593384.1	64.7
NP_015294.1	NP_595991.2	58.2
NP_015294.1	NP_595991.2	47.0
NP_015294.1	XP_001713069.1	57.0
NP_015294.1	NP_593184.1	55.8
NP_015294.1	NP_595822.1	42.7
NP_015294.1	NP_596081.1	42.4
NP_015294.1	NP_588555.1	36.2
NP_015294.1	NP_588140.1	31.6
NP_009984.1	NP_592873.1	98.6
NP_009984.1	NP_592873.1	81.6
NP_009984.1	NP_592873.1	66.2
NP_009984.1	NP_592873.1	65.9
NP_009984.1	NP_592873.1	61.6
NP_009984.1	NP_592873.1	61.2
NP_009984.1	NP_592873.1	35.4
NP_009984.1	NP_596835.1	77.4
NP_009984.1	NP_596835.1	76.6
NP_009984.1	NP_596835.1	49.7
NP_009984.1	NP_596835.1	49.3
NP_009984.1	NP_596835.1	39.7
NP_009984.1	NP_596835.1	38.9
NP_009984.1	NP_594184.2	57.4
NP_009984.1	NP_594184.2	34.7
NP_009984.1	NP_594450.1	45.4
NP_009984.1	NP_594635.1	44.7
NP_009984.1	NP_594635.1	34.3
NP_009984.1	NP_594055.1	42.7
NP_009984.1	NP_594055.1	40.8
NP_009984.1	NP_594055.1	38.1
NP_009984.1	NP_593751.1	35.0
NP_009984.1	NP_593798.1	34.7
NP_012367.2	NP_594980.1	380.0
NP_012367.2	NP_592930.1	31.6
NP_011604.3	NP_588445.1	33.1
NP_011378.1	NP_592873.1	100.0
NP_011378.1	NP_592873.1	84.3
NP_011378.1	NP_592873.1	72.0
NP_011378.1	NP_592873.1	56.2
NP_011378.1	NP_592873.1	48.9
NP_011378.1	NP_596835.1	53.5
NP_011378.1	NP_596835.1	50.4
NP_011378.1	NP_596835.1	48.9
NP_011378.1	NP_594184.2	47.0
NP_011378.1	NP_594055.1	38.9
NP_011378.1	NP_596313.1	37.4
NP_011378.1	NP_594450.1	35.4
NP_011378.1	NP_596503.1	33.5
NP_013764.1	NP_592873.1	37.4
NP_013764.1	NP_592873.1	37.4
NP_013764.1	NP_592873.1	34.3
NP_013764.1	NP_592873.1	33.9
NP_013764.1	NP_592873.1	32.3
NP_013764.1	NP_594055.1	33.1
NP_013764.1	NP_596313.1	32.3
NP_013764.1	NP_594450.1	32.3
NP_014039.1	NP_595359.2	41.6
NP_010134.1	NP_594666.1	32.3
NP_015282.1	NP_593574.1	37.7
NP_013330.1	NP_593536.1	339.0
NP_013330.1	NP_594490.1	196.0
NP_013330.1	NP_001018257.1	179.0
NP_013330.1	NP_594569.1	174.0
NP_013330.1	NP_001018193.1	150.0
NP_013330.1	NP_593285.1	54.7
NP_013330.1	NP_593579.1	54.3
NP_012466.1	NP_594635.1	33.1
NP_012466.1	NP_592873.1	31.6
NP_014289.1	NP_596771.1	36.6
NP_012035.1	NP_593861.1	3046.0
NP_012828.1	XP_001713052.1	123.0
NP_012828.1	NP_595734.2	61.2
NP_012135.1	NP_595617.1	77.8
NP_010279.3	NP_596503.1	36.2
NP_012748.1	NP_587766.1	129.0
NP_012748.1	NP_587766.1	114.0
NP_010072.1	NP_593148.1	30.4
NP_010186.1	NP_001018220.1	64.7
NP_009553.1	NP_588181.1	203.0
NP_011859.1	NP_596140.1	61.2
NP_010236.1	NP_588420.1	484.0
NP_010236.1	NP_596646.1	380.0
NP_010236.1	NP_596178.1	199.0
NP_010093.1	NP_588420.1	380.0
NP_010093.1	NP_596646.1	379.0
NP_010093.1	NP_596178.1	211.0
NP_012501.1	NP_588033.1	182.0
NP_012501.1	NP_593348.2	39.7
NP_012501.1	NP_593624.1	36.2
NP_014904.3	NP_594014.1	51.6
NP_014904.3	NP_593131.1	48.9
NP_010255.1	NP_595618.1	363.0
NP_011892.1	NP_596171.1	674.0
NP_013940.1	NP_588298.1	31.2
NP_013940.1	NP_594730.2	31.2
NP_011059.3	NP_588420.1	268.0
NP_011059.3	NP_596646.1	241.0
NP_011059.3	NP_596178.1	236.0
NP_011395.1	NP_595937.1	1049.0
NP_012777.1	NP_595602.1	184.0
NP_012777.1	NP_595275.1	126.0
NP_012777.1	NP_594206.1	120.0
NP_012777.1	NP_596503.1	38.5
NP_012777.1	NP_593035.1	38.1
NP_013834.1	NP_592873.1	96.3
NP_013834.1	NP_592873.1	92.0
NP_013834.1	NP_592873.1	73.2
NP_013834.1	NP_592873.1	34.7
NP_013834.1	NP_596835.1	58.9
NP_013834.1	NP_596835.1	53.9
NP_013834.1	NP_596835.1	48.1
NP_013834.1	NP_596835.1	45.1
NP_013834.1	NP_596835.1	38.9
NP_013834.1	NP_594450.1	45.4
NP_013834.1	NP_594450.1	36.6
NP_013834.1	NP_594635.1	42.4
NP_013834.1	NP_594635.1	33.5
NP_013834.1	NP_594184.2	42.0
NP_013834.1	NP_593798.1	40.4
NP_013834.1	NP_596313.1	40.8
NP_013834.1	NP_596313.1	37.7
NP_013834.1	NP_596313.1	31.2
NP_013834.1	NP_594055.1	35.4
NP_013834.1	NP_593751.1	30.4
NP_013618.1	NP_595165.1	150.0
NP_011005.1	NP_596835.1	38.5
NP_011005.1	NP_594184.2	31.6
NP_011005.1	NP_594635.1	30.8
NP_012229.1	NP_596328.1	86.3
NP_012229.1	NP_593607.1	84.7
NP_012229.1	XP_001713142.2	70.9
NP_012229.1	NP_593647.1	70.9
NP_012229.1	NP_595714.2	68.9
NP_012229.1	XP_001713069.1	68.9
NP_012229.1	NP_593404.1	66.2
NP_012229.1	NP_593057.1	65.5
NP_012229.1	NP_593874.1	63.2
NP_012229.1	NP_587949.1	63.2
NP_012229.1	NP_596340.1	62.0
NP_012229.1	NP_593557.1	60.8
NP_012229.1	NP_588010.1	60.1
NP_012229.1	NP_592864.1	58.9
NP_012229.1	NP_001018849.1	57.8
NP_012229.1	NP_595950.1	57.8
NP_012229.1	NP_588136.1	57.4
NP_012229.1	NP_595991.2	57.4
NP_012229.1	NP_595991.2	34.3
NP_012229.1	NP_594436.1	56.2
NP_012229.1	NP_595159.1	54.7
NP_012229.1	NP_595093.1	52.8
NP_012229.1	NP_588310.1	48.5
NP_012229.1	NP_593184.1	46.6
NP_012229.1	NP_595457.1	41.2
NP_012229.1	NP_588555.1	37.4
NP_012229.1	NP_595822.1	36.2
NP_012229.1	NP_593384.1	31.6
NP_010566.1	NP_596017.1	31.2
NP_010382.3	NP_588344.1	828.0
NP_010382.3	XP_001713136.1	241.0
NP_009804.1	NP_587731.1	300.0
NP_009804.1	XP_001713034.1	103.0
NP_009804.1	XP_001713034.1	93.6
NP_009804.1	NP_594246.1	99.8
NP_009804.1	NP_594246.1	93.2
NP_009804.1	NP_596602.1	97.8
NP_009804.1	NP_596602.1	93.2
NP_009804.1	NP_594666.1	77.0
NP_009804.1	NP_594666.1	53.1
NP_009804.1	NP_593624.1	41.6
NP_009804.1	NP_588033.1	39.7
NP_011954.1	NP_593148.1	48.1
NP_009700.1	NP_588033.1	179.0
NP_010921.1	NP_593350.1	32.0
NP_015303.1	NP_587855.2	475.0
NP_011467.1	NP_595602.1	179.0
NP_011467.1	NP_594206.1	119.0
NP_011467.1	NP_595275.1	117.0
NP_011467.1	NP_593035.1	42.7
NP_011467.1	NP_596503.1	37.7
NP_011467.1	NP_596503.1	32.7
NP_014069.1	NP_595333.1	561.0
NP_009637.1	NP_595602.1	32.7
NP_010073.2	NP_587869.1	28.1
NP_014382.1	NP_596771.1	40.0
NP_014382.1	NP_596771.1	36.2
NP_014382.1	NP_596771.1	32.3
NP_014382.1	NP_593148.1	37.0
NP_014382.1	NP_592895.1	36.6
NP_014382.1	NP_592895.1	32.7
NP_014382.1	NP_592895.1	30.8
NP_014382.1	NP_594609.1	34.7
NP_011833.1	NP_594694.1	35.8
NP_009365.1	NP_587766.1	58.2
NP_009370.1	NP_596722.1	31.2
NP_010682.3	NP_595602.1	151.0
NP_010682.3	NP_594206.1	135.0
NP_010682.3	NP_595275.1	135.0
NP_010682.3	NP_593035.1	42.0
NP_010682.3	NP_596503.1	39.3
NP_009647.2	NP_595672.1	43.1
NP_009647.2	NP_596656.1	30.4
NP_010321.1	NP_596228.1	192.0
NP_013066.1	NP_595602.1	197.0
NP_013066.1	NP_595602.1	180.0
NP_013066.1	NP_595275.1	143.0
NP_013066.1	NP_595275.1	128.0
NP_013066.1	NP_594206.1	141.0
NP_013066.1	NP_594206.1	130.0
NP_013066.1	NP_596503.1	38.5
NP_013066.1	NP_596503.1	34.3
NP_013066.1	NP_596503.1	34.3
NP_013066.1	NP_593035.1	36.2
NP_015504.1	NP_592873.1	94.7
NP_015504.1	NP_592873.1	80.5
NP_015504.1	NP_592873.1	63.9
NP_015504.1	NP_592873.1	58.2
NP_015504.1	NP_594450.1	54.7
NP_015504.1	NP_596313.1	45.1
NP_015504.1	NP_596313.1	36.2
NP_015504.1	NP_596313.1	34.7
NP_015504.1	NP_596313.1	33.5
NP_015504.1	NP_596313.1	31.2
NP_015504.1	NP_596835.1	41.2
NP_015504.1	NP_594184.2	36.2
NP_015504.1	NP_594184.2	32.7
NP_015504.1	NP_593798.1	34.3
NP_015504.1	NP_593798.1	32.3
NP_015504.1	NP_594635.1	33.9
NP_015504.1	NP_594635.1	33.5
NP_015504.1	NP_594055.1	32.3
NP_010811.1	NP_596340.1	175.0
NP_010811.1	NP_592864.1	157.0
NP_010811.1	NP_595714.2	142.0
NP_010811.1	NP_595457.1	139.0
NP_010811.1	NP_593557.1	139.0
NP_010811.1	NP_593647.1	132.0
NP_010811.1	NP_595159.1	122.0
NP_010811.1	NP_001018849.1	118.0
NP_010811.1	NP_588010.1	115.0
NP_010811.1	NP_595950.1	106.0
NP_010811.1	XP_001713142.2	95.9
NP_010811.1	NP_588310.1	89.7
NP_010811.1	NP_588310.1	52.8
NP_010811.1	NP_593404.1	84.3
NP_010811.1	NP_596081.1	85.1
NP_010811.1	NP_588136.1	83.2
NP_010811.1	NP_595991.2	82.0
NP_010811.1	NP_595991.2	56.6
NP_010811.1	NP_595991.2	34.3
NP_010811.1	NP_593874.1	77.0
NP_010811.1	NP_594436.1	68.2
NP_010811.1	NP_595093.1	67.8
NP_010811.1	NP_593607.1	66.2
NP_010811.1	NP_588555.1	65.9
NP_010811.1	NP_593384.1	65.5
NP_010811.1	XP_001713069.1	58.9
NP_010811.1	NP_593057.1	54.3
NP_010811.1	NP_593184.1	46.6
NP_010811.1	NP_587949.1	45.8
NP_010811.1	NP_588140.1	39.3
NP_010811.1	NP_595208.1	31.6
NP_011761.3	NP_593035.1	32.0
NP_015089.1	NP_594206.1	33.1
NP_015089.1	NP_593035.1	31.6
NP_013218.1	NP_596573.1	499.0
NP_010454.3	NP_594555.1	935.0
NP_010454.3	NP_594555.1	106.0
NP_010454.3	NP_595602.1	35.0
NP_012926.1	NP_593153.1	32.0
NP_014017.1	NP_588033.1	186.0
NP_014017.1	NP_593348.2	46.2
NP_014017.1	NP_593624.1	42.0
NP_011504.3	NP_595165.1	100.0
NP_014704.1	NP_596328.1	107.0
NP_014704.1	NP_593607.1	94.4
NP_014704.1	NP_596340.1	79.0
NP_014704.1	NP_593647.1	77.0
NP_014704.1	XP_001713142.2	72.0
NP_014704.1	NP_593404.1	67.0
NP_014704.1	NP_593557.1	66.2
NP_014704.1	NP_595159.1	65.5
NP_014704.1	NP_594436.1	65.5
NP_014704.1	NP_593874.1	65.1
NP_014704.1	NP_001018849.1	60.8
NP_014704.1	NP_595950.1	60.5
NP_014704.1	NP_595714.2	59.7
NP_014704.1	XP_001713069.1	59.3
NP_014704.1	NP_593184.1	58.5
NP_014704.1	NP_595991.2	58.5
NP_014704.1	NP_588010.1	58.2
NP_014704.1	NP_588310.1	57.4
NP_014704.1	NP_593057.1	56.6
NP_014704.1	NP_588136.1	55.1
NP_014704.1	NP_587949.1	51.2
NP_014704.1	NP_592864.1	50.1
NP_014704.1	NP_595093.1	43.5
NP_014704.1	NP_593384.1	40.8
NP_014704.1	NP_595457.1	35.8
NP_014704.1	NP_596134.1	35.4
NP_014704.1	NP_596081.1	32.7
NP_014704.1	NP_588555.1	32.0
NP_116659.1	NP_594014.1	416.0
NP_116659.1	NP_593131.1	123.0
NP_012728.1	NP_588419.1	48.1
NP_012728.1	NP_588419.1	42.0
NP_012728.1	NP_588419.1	35.4
NP_012728.1	NP_596159.1	38.1
NP_012728.1	NP_593757.1	32.3
NP_012818.1	XP_001713142.2	33.1
NP_010942.1	NP_587766.1	37.7
NP_013323.1	NP_592873.1	83.6
NP_013323.1	NP_592873.1	76.6
NP_013323.1	NP_592873.1	72.0
NP_013323.1	NP_592873.1	52.0
NP_013323.1	NP_592873.1	50.4
NP_013323.1	NP_592873.1	48.1
NP_013323.1	NP_596835.1	57.0
NP_013323.1	NP_596835.1	50.1
NP_013323.1	NP_596835.1	42.0
NP_013323.1	NP_596835.1	40.4
NP_013323.1	NP_596835.1	32.3
NP_013323.1	NP_594450.1	35.8
NP_013323.1	NP_594450.1	35.0
NP_013323.1	NP_596313.1	32.3
NP_011320.3	NP_595359.2	37.0
NP_011320.3	NP_594667.2	35.0
NP_011325.1	NP_592961.1	521.0
NP_011325.1	NP_594184.2	32.3
NP_011325.1	NP_592873.1	31.2
NP_010715.3	NP_594814.1	32.7
NP_010136.1	NP_592873.1	111.0
NP_010136.1	NP_592873.1	87.4
NP_010136.1	NP_592873.1	54.7
NP_010136.1	NP_592873.1	50.1
NP_010136.1	NP_596835.1	75.1
NP_010136.1	NP_596835.1	40.4
NP_010136.1	NP_594184.2	48.9
NP_010136.1	NP_594450.1	40.0
NP_010136.1	NP_594450.1	39.7
NP_010136.1	NP_594450.1	38.1
NP_010136.1	NP_594450.1	32.7
NP_010136.1	NP_596313.1	39.7
NP_010136.1	NP_596313.1	37.7
NP_010136.1	NP_596313.1	33.9
NP_009757.1	NP_592873.1	139.0
NP_009757.1	NP_592873.1	102.0
NP_009757.1	NP_592873.1	82.4
NP_009757.1	NP_592873.1	75.1
NP_009757.1	NP_596835.1	77.8
NP_009757.1	NP_596835.1	55.1
NP_009757.1	NP_596835.1	46.2
NP_009757.1	NP_596835.1	37.0
NP_009757.1	NP_594184.2	75.9
NP_009757.1	NP_594184.2	55.5
NP_009757.1	NP_594184.2	32.3
NP_009757.1	NP_594055.1	49.3
NP_009757.1	NP_594450.1	43.1
NP_009757.1	NP_594450.1	42.0
NP_009757.1	NP_594635.1	42.4
NP_009757.1	NP_594635.1	35.0
NP_009757.1	NP_594635.1	33.9
NP_009757.1	NP_596313.1	38.9
NP_009757.1	NP_596313.1	35.8
NP_009757.1	NP_593798.1	34.3
NP_009757.1	NP_593798.1	33.9
NP_012842.1	NP_595961.1	31.2
NP_009611.1	NP_596573.1	39.7
NP_009611.1	NP_596573.1	34.3
NP_009611.1	NP_596573.1	33.1
NP_009611.1	NP_596573.1	33.1
NP_011511.3	NP_596835.1	48.5
NP_011511.3	NP_592873.1	47.4
NP_011511.3	NP_592873.1	41.2
NP_011511.3	NP_592873.1	38.5
NP_011511.3	NP_592873.1	36.2
NP_011511.3	NP_596313.1	42.0
NP_011511.3	NP_594184.2	36.2
NP_012003.1	NP_593184.1	303.0
NP_012003.1	NP_001018849.1	72.8
NP_012003.1	NP_593557.1	61.2
NP_012003.1	XP_001713142.2	57.8
NP_012003.1	NP_595159.1	57.0
NP_012003.1	NP_588310.1	52.0
NP_012003.1	NP_588010.1	50.1
NP_012003.1	NP_592864.1	49.7
NP_012003.1	NP_595714.2	49.3
NP_012003.1	NP_593607.1	48.9
NP_012003.1	NP_596340.1	46.6
NP_012003.1	NP_588136.1	46.2
NP_012003.1	NP_593384.1	45.1
NP_012003.1	NP_595950.1	44.7
NP_012003.1	NP_588555.1	39.3
NP_012003.1	NP_595457.1	38.9
NP_012003.1	NP_593647.1	37.7
NP_012003.1	NP_587949.1	36.6
NP_012003.1	XP_001713069.1	36.6
NP_012003.1	NP_588140.1	35.8
NP_012003.1	NP_595093.1	35.0
NP_012003.1	NP_596328.1	34.3
NP_012003.1	NP_595991.2	34.7
NP_012003.1	NP_596081.1	34.3
NP_012003.1	NP_593404.1	33.9
NP_012003.1	NP_588379.1	32.3
NP_013824.1	NP_596791.1	77.0
NP_013824.1	NP_588445.1	39.3
NP_013967.1	NP_594733.1	162.0
NP_015232.1	NP_593350.1	44.3
NP_010877.3	NP_596231.1	202.0
NP_010282.3	NP_595672.1	54.7
NP_010282.3	NP_596656.1	33.9
NP_010282.3	NP_593259.1	29.6
NP_009373.1	NP_588492.1	860.0
NP_009373.1	NP_596233.1	748.0
NP_009373.1	NP_596233.1	39.7
NP_009373.1	NP_588114.1	526.0
NP_014971.1	NP_588492.1	946.0
NP_014971.1	NP_596233.1	819.0
NP_014971.1	NP_588114.1	553.0
NP_014971.1	NP_593860.1	34.7
NP_014971.1	NP_594014.1	33.5
NP_014587.1	NP_595423.1	48.1
NP_014587.1	NP_594666.1	45.8
NP_014587.1	NP_594246.1	42.7
NP_014587.1	NP_596602.1	38.9
NP_014587.1	NP_595523.1	35.0
NP_010784.1	NP_593141.2	34.7
NP_010784.1	NP_594123.1	34.3
NP_013297.1	NP_592961.1	34.7
NP_010439.1	NP_594787.1	186.0
NP_010439.1	NP_595943.1	85.9
NP_015174.1	NP_592873.1	98.2
NP_015174.1	NP_592873.1	58.5
NP_015174.1	NP_592873.1	53.9
NP_015174.1	NP_596835.1	58.5
NP_015174.1	NP_596835.1	54.7
NP_015174.1	NP_596835.1	52.8
NP_015174.1	NP_596835.1	52.4
NP_015174.1	NP_596835.1	48.9
NP_015174.1	NP_596835.1	33.1
NP_015174.1	NP_594635.1	47.8
NP_015174.1	NP_594184.2	38.9
NP_015174.1	NP_594184.2	34.7
NP_015174.1	NP_594184.2	32.7
NP_015174.1	NP_594450.1	37.0
NP_015174.1	NP_594450.1	33.9
NP_015174.1	NP_594450.1	30.8
NP_015174.1	NP_593798.1	36.6
NP_015174.1	NP_596313.1	35.4
NP_015174.1	NP_596313.1	32.3
NP_015174.1	NP_596313.1	31.2
NP_015174.1	NP_594055.1	32.0
NP_011091.1	NP_587731.1	294.0
NP_011091.1	XP_001713034.1	107.0
NP_011091.1	XP_001713034.1	88.6
NP_011091.1	NP_594246.1	99.0
NP_011091.1	NP_594246.1	70.1
NP_011091.1	NP_596602.1	94.4
NP_011091.1	NP_596602.1	68.2
NP_011091.1	NP_594666.1	63.2
NP_011091.1	NP_594666.1	52.8
NP_011091.1	NP_594050.2	34.3
NP_009734.1	NP_592873.1	68.6
NP_009734.1	NP_592873.1	67.4
NP_009734.1	NP_592873.1	51.6
NP_009734.1	NP_596835.1	58.9
NP_009734.1	NP_596835.1	49.7
NP_009734.1	NP_594184.2	43.9
NP_009734.1	NP_596313.1	39.7
NP_009734.1	NP_596313.1	30.8
NP_009734.1	NP_594450.1	34.3
NP_009734.1	NP_594055.1	30.8
NP_009734.1	NP_587980.1	30.0
NP_010277.1	NP_595602.1	169.0
NP_010277.1	NP_595602.1	31.6
NP_010277.1	NP_595275.1	135.0
NP_010277.1	NP_594206.1	127.0
NP_010277.1	NP_593035.1	42.0
NP_010587.1	NP_594450.1	33.1
NP_011051.3	NP_594633.2	87.0
NP_010589.3	NP_594000.1	52.8
NP_010686.1	NP_592873.1	37.4
NP_012140.1	NP_587731.1	298.0
NP_012140.1	NP_596602.1	95.9
NP_012140.1	NP_596602.1	94.7
NP_012140.1	XP_001713034.1	94.0
NP_012140.1	XP_001713034.1	91.3
NP_012140.1	NP_594246.1	91.7
NP_012140.1	NP_594246.1	80.9
NP_012140.1	NP_594666.1	50.8
NP_012140.1	NP_594666.1	49.3
NP_013811.1	NP_592873.1	50.1
NP_013811.1	NP_592873.1	45.1
NP_013811.1	NP_596835.1	38.9
NP_013811.1	NP_596313.1	38.5
NP_013811.1	NP_594635.1	33.1
NP_013811.1	NP_594184.2	33.5
NP_013811.1	NP_594184.2	32.7
NP_013811.1	XP_001713039.1	33.1
NP_013811.1	NP_587980.1	31.6
NP_010157.1	NP_595602.1	226.0
NP_010157.1	NP_595602.1	190.0
NP_010157.1	NP_594206.1	162.0
NP_010157.1	NP_594206.1	153.0
NP_010157.1	NP_595275.1	152.0
NP_010157.1	NP_595275.1	144.0
NP_010157.1	NP_596503.1	35.8
NP_010157.1	NP_596503.1	33.5
NP_010157.1	NP_593035.1	34.3
NP_010157.1	NP_593035.1	32.0
NP_012985.3	NP_588033.1	199.0
NP_012985.3	NP_593348.2	43.1
NP_012985.3	NP_593624.1	40.0
NP_014604.1	NP_595165.1	304.0
NP_014604.1	NP_595360.1	29.6
NP_013446.1	NP_595971.1	1798.0
NP_015243.1	NP_587731.1	157.0
NP_015243.1	NP_587731.1	108.0
NP_015243.1	XP_001713034.1	110.0
NP_015243.1	XP_001713034.1	92.4
NP_015243.1	NP_594246.1	106.0
NP_015243.1	NP_594246.1	99.8
NP_015243.1	NP_596602.1	102.0
NP_015243.1	NP_596602.1	98.2
NP_015243.1	NP_594666.1	60.5
NP_015243.1	NP_594666.1	59.3
NP_015243.1	NP_593348.2	35.4
NP_009793.1	NP_592873.1	41.2
NP_014986.3	NP_596602.1	33.9
NP_116614.1	NP_595618.1	723.0
NP_116614.1	NP_593217.1	32.7
NP_012602.3	NP_596055.1	31.6
NP_012602.3	NP_594206.1	30.4
NP_014396.3	NP_594185.1	125.0
NP_014082.1	NP_592873.1	81.3
NP_014082.1	NP_592873.1	80.5
NP_014082.1	NP_592873.1	60.1
NP_014082.1	NP_596835.1	49.3
NP_014082.1	NP_596835.1	48.5
NP_014082.1	NP_596835.1	43.5
NP_014082.1	NP_596835.1	37.7
NP_014082.1	NP_594184.2	43.1
NP_014082.1	NP_594184.2	32.0
NP_014082.1	NP_596313.1	40.8
NP_014082.1	NP_596313.1	36.6
NP_014082.1	NP_596313.1	34.3
NP_014082.1	NP_596313.1	32.0
NP_014082.1	NP_594450.1	40.4
NP_014082.1	NP_594450.1	38.9
NP_014082.1	NP_593798.1	30.8
NP_011675.1	NP_596771.1	40.4
NP_014847.3	NP_588033.1	646.0
NP_014847.3	NP_593624.1	48.5
NP_014847.3	NP_593348.2	48.5
NP_014847.3	NP_594246.1	36.2
NP_011082.3	NP_594871.1	56.6
NP_011082.3	NP_592988.2	51.2
NP_014915.3	NP_592873.1	63.9
NP_014915.3	NP_592873.1	52.8
NP_014915.3	NP_596835.1	48.9
NP_014915.3	NP_596313.1	36.2
NP_012783.1	NP_593607.1	140.0
NP_012783.1	NP_592864.1	106.0
NP_012783.1	NP_595714.2	105.0
NP_012783.1	NP_593557.1	103.0
NP_012783.1	NP_593404.1	102.0
NP_012783.1	NP_596340.1	102.0
NP_012783.1	NP_593647.1	99.8
NP_012783.1	NP_593874.1	87.0
NP_012783.1	NP_588010.1	86.7
NP_012783.1	NP_595159.1	84.3
NP_012783.1	NP_001018849.1	82.0
NP_012783.1	NP_595950.1	79.0
NP_012783.1	NP_587949.1	78.2
NP_012783.1	NP_588136.1	75.5
NP_012783.1	XP_001713142.2	73.9
NP_012783.1	XP_001713069.1	74.3
NP_012783.1	NP_595457.1	73.6
NP_012783.1	NP_593057.1	70.1
NP_012783.1	NP_595991.2	69.3
NP_012783.1	NP_588310.1	67.4
NP_012783.1	NP_595093.1	65.1
NP_012783.1	NP_594436.1	59.7
NP_012783.1	NP_596328.1	56.2
NP_012783.1	NP_593384.1	54.3
NP_012783.1	NP_593184.1	50.1
NP_012783.1	NP_595822.1	47.4
NP_012783.1	NP_596081.1	47.0
NP_012783.1	NP_588555.1	46.2
NP_009672.1	NP_594246.1	303.0
NP_009672.1	NP_596602.1	295.0
NP_009672.1	XP_001713034.1	286.0
NP_009672.1	NP_587731.1	94.7
NP_009672.1	NP_587731.1	89.7
NP_009672.1	NP_594666.1	92.4
NP_009672.1	NP_594666.1	83.6
NP_009672.1	NP_595423.1	36.2
NP_014045.1	NP_595165.1	107.0
NP_010611.3	NP_592873.1	38.9
NP_010611.3	NP_596835.1	37.0
NP_011466.1	NP_592789.1	30.4
NP_013847.1	NP_595937.1	196.0
NP_013847.1	NP_595937.1	179.0
NP_009891.1	NP_596313.1	42.0
NP_009891.1	NP_594184.2	36.6
NP_009891.1	NP_592873.1	35.8
NP_009891.1	NP_592873.1	35.0
NP_009891.1	NP_592873.1	34.3
NP_009891.1	NP_596835.1	31.6
NP_009891.1	NP_596835.1	31.6
NP_009891.1	NP_594450.1	31.6
NP_009667.1	NP_594947.1	90.1
NP_009667.1	NP_593132.1	33.5
NP_012610.1	XP_001713152.1	276.0
NP_012610.1	NP_593159.1	220.0
NP_012610.1	NP_595652.1	31.2
NP_010717.1	NP_592895.1	35.8
NP_010717.1	NP_596771.1	31.2
NP_013309.1	NP_593751.1	108.0
